Obs,RegOut1,ClassLabel,RegOut2,TimeTouchBps,Input1,Input2,Input3,Input4,Input5
39894,178.6017,TRUE,136.8,5.7045,1,0.14285,0,0,29.91
39895,118.4482,FALSE,150.61,0.9399,0.803921569,0,0,0,0
39896,197.8721,TRUE,5.75,0.4933,0.849056604,0,0,0,0.3
39897,122.9602,FALSE,27.95,0.5014,1,0,0,0,7.73
39898,218.7423,TRUE,268.8,22.2581,0.844827586,0,0,0,0.9
39899,212.2549,TRUE,48.85,2.4809,0.453703704,0,0,0,3.45
39900,166.9766,TRUE,66.72,2.6262,0.941176471,0,20.4,52.5002,2.97
39901,131.0299,FALSE,97.15,3.9508,0.965517241,0.88888,0,0,0
39902,206.7733,TRUE,50.28,5.5758,0.888888889,0,0,0,2.13
39903,174.8335,TRUE,23.05,1.9887,0.810810811,0,0,0,9.4
39904,51.3318,FALSE,53.61,0.4721,0.8,0.73684,0,0,13.13
39905,207.599,TRUE,15.23,1.1319,0.870967742,0,0,0,0
39906,135.9198,FALSE,64.06,1.8027,0.65625,0,19.86,38.9205,0
39907,44.9476,FALSE,2916.84,1.9613,0.820652174,0.48845,42.47,94.8425,55.73
39908,183.8986,TRUE,24.25,1.9395,0.89010989,0,0,0,0
39909,417.3046,TRUE,21.22,9.5002,1,0,5.07,11.5029,0
39910,90.6688,FALSE,68.7,1.3794,0.85483871,0,3.33,8.5838,2.73
39911,244.0221,TRUE,64.15,9.5763,1,0.66666,18.01,30.3365,0
39912,65.387,FALSE,2288.57,3.1016,0.733333333,0.36242,0,0,1.16
39913,229.2651,TRUE,43.82,5.3692,0.653061224,0,0,0,0
39914,200.0505,TRUE,79.55,2.0866,0.817869416,0,0,0,3.4
39915,227.1373,TRUE,60.82,5.1527,1,0.38461,34.14,71.1659,0
39916,153.7592,TRUE,22.67,1.9194,0.923076923,0,14.71,37.8634,0.32
39917,178.9962,TRUE,324.58,11.3109,1,0.11764,18.17,41.1765,0
39918,30.7994,FALSE,222.84,0.7525,0.981818182,0.48148,0,0,0.98
39919,121.3834,FALSE,113.18,1.1096,0.886792453,0,8.37,21.5433,0
39920,66.391,FALSE,159.65,0.8806,0.770114943,0,0,0,42.73
39921,113.6946,FALSE,21,0.587,0.857142857,0,0,0,0
39922,57.267,FALSE,578.66,0.9667,0.800257732,0,0,0,25.25
39923,141.4617,FALSE,509.74,6.8132,0.718336484,0,63.82,131.2911,4.25
39924,190.1691,TRUE,183.07,3.3005,0.78125,0.1923,3.33,8.5838,25.8
39925,132.6858,FALSE,114.79,1.8263,0.875,0,0,0,0
39926,265.2616,TRUE,15.1,2.2533,1,0.9375,0,0,0
39927,329.2594,TRUE,22.3,3.7483,0.833333333,0.33333,0,0,0
39928,161.471,TRUE,25.07,1.0829,0.916666667,0,0,0,0
39929,207.6696,TRUE,54.39,9.7981,0.968253968,0,10.36,23.4823,41.75
39930,158.0316,TRUE,90.77,3.093,0.876923077,0,0,0,16.39
39931,133.8193,FALSE,158.8,1.9981,0.42,0.26315,0,0,0
39932,169.8668,TRUE,83.34,2.0213,0.84057971,0.41666,0,0,0
39933,235.9167,TRUE,30.22,5.7844,0.756756757,0,0,0,0
39934,154.7558,TRUE,149.83,4.8676,1,0,23.21,59.7176,41.75
39935,94.692,FALSE,291.22,0.5157,0.803921569,0.29189,16.3,41.9591,3.19
39936,78.1404,FALSE,34.05,0.1951,0.9375,0,0,0,7.1
39937,117.5632,FALSE,10.12,0.6393,0.84,0,0,0,0
39938,227.7345,TRUE,95.01,8.2229,0.863636364,0.86274,21.21,44.8355,16.41
39939,327.8271,TRUE,140.96,13.9686,0.825,0.3913,3.58,9.2122,1.3
39940,260.8197,TRUE,138.94,53.72,0.909090909,0,0,0,0
39941,175.7905,TRUE,9.29,0.0237,1,0.58333,0,0,0
39942,227.6905,TRUE,83.66,4.6147,0.770491803,0.43243,0,0,0
39943,114.8609,FALSE,156.04,2.3756,0.032520325,0,29.36,57.523,0
39944,271.69,TRUE,2.96,7.1232,0.916666667,0,0,0,0.99
39945,186.6283,TRUE,29.73,1.2362,0.673469388,0.63157,0,0,0
39946,430.4532,TRUE,59.11,22.9065,1,0,23.32,60,0
39947,228.8681,TRUE,192.82,15.6193,0.793103448,0,44.94,101.2888,0
39948,173.5384,TRUE,158.59,3.018,0.908045977,0,0,0,0.62
39949,319.8183,TRUE,5.72,6.0678,0.941176471,0,0,0,0
39950,116.5332,FALSE,24.84,0.6056,0.888888889,0.9,14.1,31.9471,0
39951,265.164,TRUE,68.16,27.1706,0.934782609,0,42.22,95.6456,0.22
39952,156.8194,TRUE,125.64,2.0463,0.744047619,0.59183,0,0,1.23
39953,228.8037,TRUE,206.59,12.8968,0.761904762,0.33333,0,0,0.33
39954,208.3271,TRUE,12.19,1.3256,0.888888889,0,0,0,0
39955,88.5976,FALSE,928.53,3.5977,0.7536,0.70401,15.24,29.8588,20.73
39956,58.6014,FALSE,245.21,4.4013,0.837837838,0,26.36,62.2703,0
39957,222.4359,TRUE,40.74,4.3753,0.55,0,0,0,0
39958,121.1137,FALSE,35.56,0.9406,0.972222222,0.625,0,0,0
39959,102.0725,FALSE,59.23,1.3464,0.793103448,0,0,0,3.48
39960,154.2835,TRUE,207.47,24.3975,1,0.32,0,0,0
39961,102.1774,FALSE,444.45,2.3138,0.738095238,0.22448,0,0,14.23
39962,154.4013,TRUE,106.19,4.5397,0.965517241,0.28571,34.54,78.2529,0
39963,100.9061,FALSE,6.78,0.3083,1,0,0,0,0
39964,130.2522,FALSE,211.14,2.6693,0.846511628,0.63492,25.13,64.6744,1.08
39965,110.6272,FALSE,76.47,1.1115,0.854545455,0,0,0,7.73
39966,60.1832,FALSE,344.21,3.1896,0.74375,0.5283,16.55,37.5074,16.87
39967,188.4784,TRUE,59.32,5.7102,0.682539683,0,0,0,3.58
39968,140.5485,FALSE,220.41,4.0854,0.894578313,0,76.23,187.7949,0.3
39969,291.132,TRUE,224.76,27.9458,1,0.36363,63.84,164.2648,0
39970,337.0384,TRUE,3.86,3.9955,0.986486486,0,0,0,0.62
39971,202.4068,TRUE,20.36,3.3253,0.913043478,0,0,0,0
39972,118.6707,FALSE,365.56,5.0823,0.857142857,0,33.73,76.4101,18.37
39973,118.7702,FALSE,19.49,0.6826,0.615384615,0,0,0,0
39974,150.3689,TRUE,471.86,6.4822,0.792307692,0,0,0,0.63
39975,75.7303,FALSE,214.13,1.8967,0.879032258,0.12121,33.68,77.6993,11.39
39976,417.3444,TRUE,5.06,6.1716,0.93220339,0,0,0,0
39977,120.0801,FALSE,35.21,0.9383,0.864864865,0,0,0,3.12
39978,107.8096,FALSE,54.53,1.2817,0.839416058,0,11.54,29.7057,0
39979,156.7603,TRUE,125.12,2.8235,0.926605505,0.16279,0,0,0.32
39980,148.3048,FALSE,43.02,0.9716,0.909090909,0.25,0,0,19.76
39981,161.595,TRUE,148.58,8.5055,0,0,0,0,0
39982,229.3737,TRUE,22.18,4.7392,0.860465116,0,0,0,0.22
39983,96.7187,FALSE,402.78,2.8474,0.787951807,0,0,0,19.8
39984,280.6252,TRUE,39.79,8.5673,0.965517241,0,0,0,0
39985,183.7706,TRUE,66.3,4.4594,0.790322581,0,0,0,0
39986,181.9244,TRUE,60.42,6.174,0.388888889,0,22.37,57.5783,0.32
39987,120.2733,FALSE,9.06,0.0804,0.84,0,0,0,3.25
39988,218.8765,TRUE,30.45,2.496,0.678571429,0,0,0,0.53
39989,213.7089,TRUE,135.39,9.4298,0.846153846,0.14705,0,0,59.62
39990,213.0362,TRUE,6.46,3.4982,0.916666667,0,0,0,3.27
39991,264.8439,TRUE,168.45,16.6113,0.914285714,0.52631,30.77,74.1552,0
39992,172.6706,TRUE,22.4,1.8887,0.36,0,0,0,1.69
39993,88.2768,FALSE,50.82,1.0997,0.894736842,0.90909,8.42,19.0833,11.41
39994,138.8059,FALSE,270.88,5.9316,0.722772277,0,0,0,9.14
39995,186.9938,TRUE,150.68,5.2875,0.881118881,0,29.06,56.9362,19.61
39996,119.8656,FALSE,51.06,0.4459,0.841463415,0.84,18.09,46.5571,0
39997,173.7973,TRUE,103.12,6.5678,0.908045977,0,0,0,15.68
39998,125.7158,FALSE,41.04,0.529,0.865853659,0,0,0,0
39999,217.2486,TRUE,33.62,1.7758,0.666666667,0.5,26.13,51.1983,0
40000,183.2759,TRUE,35.1,2.6615,0.88372093,0,0,0,0
40001,165.3779,TRUE,257.92,6.1706,0.743055556,0,0,0,0.8
40002,169.3143,TRUE,10.71,5.0698,1,0,0,0,0
40003,77.97,FALSE,148.86,0.5003,0.802588997,0.7738,37.15,84.1501,8.44
40004,59.1524,FALSE,142,1.1736,0.883561644,0,28.91,65.4901,3.35
40005,128.0212,FALSE,500.41,5.7945,0.835680751,0.32812,12.66,32.5969,15.17
40006,117.0867,FALSE,96.59,1.1363,0.817391304,0,0,0,0.62
40007,222.9679,TRUE,49.02,6.1406,0.863636364,0.58333,0,0,0
40008,153.2677,TRUE,87.6,1.6894,0.8125,0,0,0,1.22
40009,198.9261,TRUE,222.75,3.1949,0.909677419,0.24576,0,0,4.65
40010,209.8001,TRUE,2.75,0.3586,0.833333333,0,0,0,0
40011,85.9937,FALSE,938.32,1.4968,0.029411765,0,0,0,22.58
40012,148.5524,FALSE,279.72,6.9898,0.873563218,0.5495,0,0,0
40013,182.0043,TRUE,357.94,9.3986,0.950738916,0.26666,52.26,102.3836,0.47
40014,180.4017,TRUE,241.25,12.6065,0.921568627,0.70588,4.47,8.7648,7.73
40015,116.6252,FALSE,277.17,1.5205,0.787671233,0.12598,5.07,11.5029,7.73
40016,501.193,TRUE,17.7,8.1106,1,0,13.5,34.759,0
40017,221.8248,TRUE,61.76,4.619,0.882352941,0,0,0,0
40018,80.7722,FALSE,582.61,1.7334,0.800796813,0.7931,17.24,39.052,5.18
40019,103.2909,FALSE,310.1,6.85,0.826666667,0,16.92,40.7666,22.02
40020,180.6016,TRUE,12.79,0.3911,0.842105263,0.7,0,0,0
40021,264.156,TRUE,82.69,6.669,0.804347826,0,28.82,56.4706,9.9
40022,169.5159,TRUE,243.32,13.191,0.71875,0.65957,11.53,29.6778,0
40023,230.892,TRUE,5.67,1.7464,1,1,0,0,0
40024,124.205,FALSE,37.17,1.7811,0.740740741,0,6.92,17.8265,0
40025,144.6359,FALSE,96.02,9.2507,0.828947368,0,0,0,2.43
40026,117.7663,FALSE,31.14,0.4796,0.721518987,0,0,0,0.38
40027,146.4624,FALSE,370.21,11.7612,0.758241758,0.36538,0,0,0
40028,34.6107,FALSE,1762.27,1.1307,0.828709819,0.89281,0,0,20.07
40029,117.6521,FALSE,277.15,2.4288,0.701754386,0,0,0,61.57
40030,192.888,TRUE,164.34,7.8882,0.797583082,0,0,0,3.92
40031,132.3217,FALSE,53.8,0.8501,0.633333333,0,0,0,3.25
40032,62.7271,FALSE,101.07,0.3558,0.784722222,0.44736,0,0,0
40033,165.4818,TRUE,17.94,0.7829,1,0,3.86,8.7648,0
40034,71.3493,FALSE,155,0.6617,0.762820513,0,0,0,16.41
40035,82.1148,FALSE,258.27,2.0552,0.76744186,0.48,32.14,69.3167,41.97
40036,175.6664,TRUE,145.12,3.2093,0.79338843,0.50649,9.1,17.8265,11.41
40037,181.3472,TRUE,7.62,0.3915,1,0,0,0,0
40038,160.7508,TRUE,64.41,2.9736,0.775862069,0,6.33,12.4158,0
40039,218.7405,TRUE,21.03,2.5249,0.80952381,0,0,0,1.72
40040,211.3173,TRUE,51.93,2.0875,0.805970149,0.26315,0.38,11.5029,5.09
40041,164.9011,TRUE,211.77,13.9572,0.987341772,0.55555,0,0,43.38
40042,332.9938,TRUE,40.47,8.5216,0.926470588,0.80392,0,0,0
40043,189.0141,TRUE,186.46,2.0812,0.784313725,0.41044,0,0,0
40044,211.1357,TRUE,21.11,1.4405,0.929824561,0,0,0,0.63
40045,177.5457,TRUE,1.31,0.8195,1,0,0,0,0
40046,82.9058,FALSE,14.46,0.0539,0.872611465,0,0,0,0
40047,163.0707,TRUE,9.51,0.0773,0.861386139,0,0,0,0
40048,141.9705,FALSE,29.81,1.0266,0.857142857,0,0,0,0
40049,177.1502,TRUE,128.08,3.9321,0.826484018,0,0,0,8.32
40050,133.1241,FALSE,73.09,3.7087,1,0,0,0,0
40051,163.4938,TRUE,82.19,4.5242,0.971428571,0,18.99,37.2148,0
40052,174.7786,TRUE,98.36,10.6846,1,0,0,0,0
40053,97.751,FALSE,140.87,2.8166,0.829787234,0,0,0,0
40054,195.3653,TRUE,9.68,0.9348,0,1,0,0,0
40055,549.9926,TRUE,10.03,16.6318,0.857142857,0,0,0,0.62
40056,96.8186,FALSE,41.14,2.6913,0.731707317,0,0,0,12.38
40057,185.5131,TRUE,8.63,0.1598,0.52173913,0,0,0,0
40058,116.8985,FALSE,940.16,1.3383,0.812807882,0.01687,44.91,108.518,13.39
40059,14.8236,FALSE,28.92,0.1513,0.74,0.86666,0,0,0
40060,185.398,TRUE,193.21,11.104,0.818181818,0,0,0,0.18
40061,183.0708,TRUE,59.49,15.2154,0.886792453,0,0,0,3.27
40062,250.2846,TRUE,171.38,14.6935,0.714285714,0,36.52,79.3367,25.37
40063,185.9066,TRUE,45.01,4.6187,0.947368421,0,0,0,8.38
40064,204.251,TRUE,227.8,4.9066,0.612021858,0.63636,44.85,91.1976,1
40065,154.885,TRUE,71.3,5.5633,1,0,0,0,0
40066,141.9222,FALSE,72.19,6.5752,0.801526718,0,0,0,3.55
40067,111.4245,FALSE,56.33,2.6841,0.972222222,0,0,0,7.15
40068,146.1389,FALSE,35.05,6.4876,1,0,0,0,0
40069,116.0808,FALSE,155.7,1.0117,0.910714286,0.20512,9.94,22.5239,19.76
40070,106.5366,FALSE,205.93,1.4867,0.866504854,0.83766,33.68,86.6641,0
40071,95.475,FALSE,919.43,6.1662,0.851851852,0.58095,70.49,147.4417,17.66
40072,95.2374,FALSE,955.21,29.0287,0.814814815,0.55172,102.08,221.1437,19.36
40073,117.8056,FALSE,179.05,3.7305,0.731884058,0.43333,0,0,2.3
40074,77.3963,FALSE,10.92,0.5083,0.892307692,0,0,0,0
40075,165.9829,TRUE,381.24,7.5381,0.928571429,0.79702,0,0,12.52
40076,164.2588,TRUE,21.72,2.2853,0.829787234,0,0,0,5.5
40077,89.7576,FALSE,21.54,0.5595,0.838709677,0,0,0,0
40078,172.1069,TRUE,129.07,2.2457,0.866220736,0,0,0,0.3
40079,-75163.9344,FALSE,36.68,398472.1311,0,0,0,0,0
40080,84.5706,FALSE,8.58,0.3147,1,0.5,0,0,0
40081,133.9639,FALSE,30.85,0.3934,0.94017094,0.78947,0,0,0
40082,106.1016,FALSE,50.15,0.1305,0.785714286,0.09523,0,0,0
40083,131.4484,FALSE,138.27,2.3698,0.737864078,0,0,0,0.3
40084,153.0816,TRUE,251.35,1.4157,0.039800995,0.55294,13.15,33.8564,5.48
40085,483.1192,TRUE,1.26,6.4282,1,0,0,0,0
40086,161.4526,TRUE,223.46,3.6937,0.804270463,0.76785,30.63,60,2.91
40087,208.429,TRUE,28.65,1.175,0.820512821,0.7037,5.48,12.4158,0
40088,237.341,TRUE,3.47,1.1063,0.96,0,0,0,0
40089,230.9496,TRUE,8.86,0.1487,0.769230769,0,0,0,0
40090,136.3718,FALSE,123.3,3.3343,0.857142857,0,0,0,0
40091,65.5926,FALSE,164.57,1.7673,0.659259259,0,0,0,8.77
40092,75.9935,FALSE,46.9,0.569,0.841201717,0,0,0,0
40093,206.2205,TRUE,2.45,0.3911,1,0,0,0,0
40094,91.5865,FALSE,1194.16,1.6397,0.849337083,0,26.73,68.7833,36.71
40095,178.2704,TRUE,252.58,12.2589,0.897435897,0,28,54.8493,0
40096,130.0051,FALSE,361.15,2.6365,0.811068702,0,0,0,32.88
40097,247.5504,TRUE,9.6,2.4056,0.923076923,0,3.86,8.7648,0
40098,215.0503,TRUE,20.48,2.5039,0.735849057,0,0,0,2.73
40099,92.5695,FALSE,130.81,0.6897,0.802919708,0,0,0,6.25
40100,218.5567,TRUE,20.36,7.154,1,1,0,0,0
40101,172.7237,TRUE,6.62,0.2433,0.857142857,0,0,0,2.73
40102,244.5581,TRUE,61.32,4.9845,0.6875,0,16.68,42.9178,0
40103,50.9967,FALSE,108.41,0.7552,0.881118881,0.11111,0,0,4.62
40104,171.9005,TRUE,9.51,0.9135,1,0,0,0,0
40105,312.302,TRUE,39.51,10.3233,1,0,20.51,40.1773,0
40106,89.1164,FALSE,48.65,0.3226,0.8,0,0,0,2.73
40107,416.3564,TRUE,59.11,38.0212,0.886363636,0,23.26,52.6873,0.65
40108,189.5262,TRUE,113.3,3.8757,0.729166667,0.24324,0,0,3.06
40109,305.0928,TRUE,13.37,3.542,0.956521739,0,4.38,8.5838,0
40110,122.414,FALSE,401.2,2.6533,0.010025063,0,0,0,19.03
40111,52.1584,FALSE,1246.55,0.6198,0.806574924,0.5862,115.77,274.9079,56.34
40112,216.1231,TRUE,25.79,0.1731,0.436619718,0,0,0,0
40113,139.4972,FALSE,378.8,1.4502,0.786240786,0.20744,0,0,0
40114,1024.1111,TRUE,13.44,106.8604,0.8,0,0,0,6.17
40115,124.7769,FALSE,63.89,1.8317,0.954545455,0,0,0,0
40116,196.3733,TRUE,177.25,4.4574,0.8,0.26229,36.15,75.3342,0.62
40117,131.8141,FALSE,294.35,5.81,0.513157895,0,0,0,3.03
40118,224.6739,TRUE,15.77,2.2178,0.636363636,0,0,0,1.98
40119,171.393,TRUE,244.33,9.1874,0.771428571,0,28.91,65.4901,49.53
40120,52.1855,FALSE,2994.85,1.2379,0.726823239,0.26487,54.96,141.4114,17.62
40121,82.9112,FALSE,162.15,4.7697,0.935483871,0.5,60.86,146.4083,15.46
40122,191.5387,TRUE,107.25,3.196,0.936936937,0,36.3,71.1114,25.45
40123,226.9892,TRUE,133.08,1.7789,0.861111111,0.08064,0,0,0
40124,153.1744,TRUE,171.04,2.7244,0.899441341,0,0,0,0
40125,238.2422,TRUE,19.92,7.4583,0.804347826,0,0,0,0.52
40126,118.6973,FALSE,545.61,5.5858,0.740506329,0.58653,33.34,85.7913,2.73
40127,203.1354,TRUE,95.81,7.6905,0.752136752,0,0,0,8.89
40128,129.754,FALSE,101.41,1.2242,0.947916667,0.93023,0,0,53.46
40129,95.5444,FALSE,39.39,1.0343,1,0,0,0,0
40130,168.6846,TRUE,48.97,1.1189,0.904761905,0,0,0,28.2
40131,168.261,TRUE,71.36,2.434,0.87755102,0,0,0,0.47
40132,101.6299,FALSE,169.99,1.1442,0.867021277,0.08,0,0,2.22
40133,195.0187,TRUE,133.24,12.3568,0.902439024,0,16,41.1765,0
40134,111.46,FALSE,51.77,0.5731,0.879120879,0,0,0,0.3
40135,45.0965,FALSE,5085.18,1.2747,0.705175118,0.7395,141.18,319.7795,73.89
40136,491.086,TRUE,53.69,15.3823,0.875,0.16666,9.81,22.2359,0.62
40137,243.6012,TRUE,37,6.9111,0.555555556,0,0,0,0
40138,163.2151,TRUE,70.47,1.4158,0.669642857,0,0,0,0.3
40139,234.1382,TRUE,55.56,10.0134,0.909090909,0,0,0,0
40140,173.6295,TRUE,164.82,2.9499,0.858208955,0.65333,27.81,54.4763,14.58
40141,92.2919,FALSE,371.65,2.1926,0.850746269,0.1791,0,0,0.3
40142,210.0201,TRUE,22.23,1.9504,0.857142857,0,0,0,0
40143,580.4419,TRUE,62.02,37.8973,0.444444444,0,0,0,38.36
40144,144.8345,FALSE,196.86,6.647,0.839285714,0.53333,0,0,0
40145,77.9557,FALSE,615.89,1.2539,0.659287777,0.71662,0,0,16.79
40146,244.3859,TRUE,143.68,10.5867,0.84375,0,0,0,4.89
40147,111.039,FALSE,634.07,1.9606,0.866332498,0.88461,0,0,68.68
40148,187.251,TRUE,138.23,0.5445,0.777777778,0.41463,0,0,0
40149,58.8757,FALSE,643.93,0.5035,0.686046512,0.6318,0,0,21.78
40150,104.4829,FALSE,178.81,0.6517,0.780869565,0,0,0,6.86
40151,222.2551,TRUE,426.28,5.47,0.808306709,0.53603,16.88,43.4456,1.05
40152,105.3679,FALSE,5.92,0.1321,0.757575758,0,0,0,0
40153,191.4204,TRUE,12.41,0.3379,0.933962264,0,0,0,0.22
40154,204.6464,TRUE,80.73,8.9382,0.666666667,0,2.66,6.8674,0
40155,212.5374,TRUE,23.94,0.8527,0.815533981,0,0,0,3.27
40156,154.471,TRUE,111.39,2.9442,0.85483871,0.30769,38.57,87.3781,0
40157,305.5652,TRUE,47.45,8.3013,1,0.57142,0,0,29.91
40158,202.9038,TRUE,155.22,18.5981,1,0,23.83,51.2016,0
40159,249.9048,TRUE,5.47,1.0913,0.857142857,0,0,0,0
40160,101.4981,FALSE,101.97,3.5441,0.977777778,0,0,0,2.73
40161,169.6974,TRUE,36.25,2.4864,1,0,0,0,0
40162,36.0278,FALSE,2543.74,0.7136,0.928524156,0.79881,91.79,179.8224,10.08
40163,170.2143,TRUE,28.27,0.4786,0.917647059,0,0,0,3.1
40164,127.5013,FALSE,68.31,1.5291,0.719298246,0,5.85,13.2703,1.26
40165,144.8548,FALSE,71.11,1.049,0.663461538,0.68421,0,0,2.73
40166,110.9924,FALSE,252.79,1.776,0.882725832,0,0,0,3.47
40167,93.9287,FALSE,45.48,0.6022,0.790697674,0.72727,0,0,0.3
40168,213.9368,TRUE,197.2,6.3755,0.867256637,0.84444,0,0,12.82
40169,52.6467,FALSE,3177.29,1.0067,0.618176453,0.57029,238.18,466.5784,19.05
40170,109.9725,FALSE,215.06,0.8666,0.804988662,0.75862,10.08,22.8354,5.5
40171,313.5135,TRUE,142.71,33.3728,0.642857143,0,0,0,12.76
40172,148.8937,FALSE,70.17,3.3634,0.945945946,0,0,0,0
40173,96.3789,FALSE,318.6,2.5347,0.90990991,0.0813,0,0,20.88
40174,237.5332,TRUE,146.11,16.8074,0.555555556,0,27.02,69.5245,0
40175,314.5384,TRUE,66.35,3.7402,0.75,0.88888,20.3,52.2418,0.54
40176,183.9281,TRUE,53.23,8.3405,0.875,0,25.37,65.3089,0.3
40177,106.1976,FALSE,69.41,2.921,0.885714286,0,0,0,13.13
40178,109.5655,FALSE,25.88,0.4757,0.822429907,0,4.47,11.5029,0
40179,236.019,TRUE,50.9,14.1417,0.888888889,0,0,0,0
40180,52.189,FALSE,1463.19,2.1195,0.900224215,0.62721,0,0,3.66
40181,122.308,FALSE,5040.6,11.098,0.733333333,0.02038,0,0,12.19
40182,173.2603,TRUE,49681.38,11.8047,0.012967687,0.05994,99.81,256.8131,442.38
40183,216.7874,TRUE,42.29,3.0762,1,0.25,6.92,17.8265,7.73
40184,149.204,FALSE,120.42,2.0279,0.898963731,0,0,0,10.13
40185,220.6619,TRUE,20.59,2.0649,1,0,11.53,29.6778,0
40186,87.9859,FALSE,148.06,2.2375,0.875,0.775,0,0,3.56
40187,155.1119,TRUE,56.8,21.7273,0.862068966,0,0,0,0
40188,205.4343,TRUE,1.84,0.8816,1,0,0,0,0
40189,148.7215,FALSE,110.09,4.5849,0.980392157,0,0,0,0.74
40190,128.7324,FALSE,344.37,6.0068,0.770833333,0.17391,34.71,89.3252,0.53
40191,40.1483,FALSE,2086.57,1.6105,0.123425693,0,111.48,286.8489,15.96
40192,144.0458,FALSE,5.43,0.4948,1,0,0,0,0
40193,240.5982,TRUE,91.94,7.2393,0.9375,0,0,0,0
40194,113.7159,FALSE,8.05,0.3041,1,0,0,0,0
40195,175.049,TRUE,62.54,1.5406,0.743315508,0,0,0,13.11
40196,129.8786,FALSE,954.64,3.392,0.025041736,0,66.89,157.6823,11.74
40197,85.4694,FALSE,133.52,2.0732,0.5,0.41666,0,0,0.66
40198,162.7688,TRUE,347.76,4.9945,0.797244094,0,81.91,210.751,1.01
40199,181.6947,TRUE,26.06,2.0877,1,0,0,0,0
40200,99.9107,FALSE,12.18,0.4544,0.9,0,0,0,0
40201,111.381,FALSE,89.42,1.3844,0.841880342,0,8.07,15.8224,1.55
40202,186.4286,TRUE,210,8.222,1,0,0,0,48.41
40203,129.6884,FALSE,338.87,5.4553,0.872340426,0.05785,0,0,2.44
40204,203.5475,TRUE,159.24,3.6062,0.735042735,0.11666,0,0,3.79
40205,145.2478,FALSE,12.53,0.4628,0.770833333,0,0,0,0
40206,74.8118,FALSE,2302.6,1.4435,0.781054513,0.035,151.03,342.1036,13.35
40207,105.3915,FALSE,65.91,0.3671,1,0.33333,14.8,24.9258,0
40208,95.1719,FALSE,407.05,3.5281,0.902973396,0,0,0,11.67
40209,32.4911,FALSE,776.78,3.8904,0.823529412,0.57575,41.61,107.0624,4.65
40210,161.7202,TRUE,203.27,5.0022,0.755813953,0.04444,0,0,2.64
40211,196.3152,TRUE,86.02,6.5335,0.890510949,0,0,0,7.57
40212,158.7884,TRUE,36.93,0.7767,0.814285714,0.45,0,0,0
40213,87.6304,FALSE,641.72,1.7669,0.659330986,0.59558,0,0,8.69
40214,61.8149,FALSE,27.21,0.1185,0.792746114,0,0,0,0
40215,148.0512,FALSE,78.9,3.0079,1,0,0,0,0
40216,97.5346,FALSE,48.03,0.7468,0.803278689,0,0,0,0
40217,119.7089,FALSE,279.24,10.7525,1,0,0,0,0
40218,248.9452,TRUE,9.69,2.4894,0.8,0,5.48,12.4158,0
40219,94.8012,FALSE,37.07,0.5222,0.828358209,0,0,0,3.01
40220,97.7973,FALSE,2150.61,6.2069,0.743879021,0,232.72,582.253,131.63
40221,188.368,TRUE,26.06,0.3849,0.976190476,0.375,0,0,0
40222,714.8138,TRUE,28.77,72.8464,0.923076923,0,3.33,8.5838,0
40223,345.712,TRUE,78.17,27.8625,0.753846154,0.77419,0,0,0
40224,153.3719,TRUE,1397.16,10.1507,0.906364301,0.74857,24.13,47.269,33.08
40225,124.0265,FALSE,479.39,2.3949,0.751789976,0,85.5,193.6771,14.63
40226,120.9637,FALSE,201.3,1.2623,0.738396624,0.71523,25.66,66.0286,0
40227,90.4642,FALSE,569.01,2.1206,0.806306306,0.78212,83.03,185.7302,11.54
40228,150.4797,TRUE,13.99,0.9726,0.761904762,0.8,0,0,0
40229,180.8148,TRUE,128.56,3.1102,0.779220779,0.21875,0,0,2.73
40230,81.2532,FALSE,385.77,1.4155,0.836173001,0,22.52,57.9659,9.27
40231,133.2711,FALSE,457.99,9.513,0.784530387,0,31.81,62.3249,0.53
40232,61.6437,FALSE,23.98,0.001,0.754237288,0.9,0,0,0
40233,181.2043,TRUE,99.62,6.833,1,0,0,0,0
40234,185.527,TRUE,22.47,1.8234,0.833333333,0,13.15,33.8564,0.55
40235,73.4203,FALSE,107.15,0.3949,0.95890411,0,58.36,138.773,0
40236,178.2055,TRUE,32.65,1.6829,0.939759036,0,16,31.3478,0.18
40237,96.755,FALSE,997.7,1.159,0.029245283,0,23.08,59.4031,5.98
40238,123.3428,FALSE,168.84,4.0217,0.948275862,0,0,0,0.76
40239,192.8267,TRUE,30.77,12.5666,0.5,0,0,0,0
40240,51.8856,FALSE,904.02,1.1374,0.754485364,0.65051,127.81,289.5106,16.11
40241,162.469,TRUE,91.47,5.805,0.934782609,0.40909,0,0,0.3
40242,217.1642,TRUE,13.34,4.1294,1,0,6.74,17.3469,0
40243,64.299,FALSE,33.24,0.194,0.832061069,0,0,0,0
40244,104.515,FALSE,241.3,0.465,0.637931034,0.36274,0,0,0.47
40245,90.1395,FALSE,247.81,6.1594,0.879839786,0,0,0,74.04
40246,76.7836,FALSE,288.03,0.7747,0.0625,0.46031,0,0,7.67
40247,191.2112,TRUE,131.22,3.1123,0.658536585,0,0,0,0.65
40248,88.9065,FALSE,2176.2,2.3292,0.753512881,0.33429,24.88,56.3724,14.99
40249,108.5037,FALSE,557.57,4.0752,0.571428571,0.68079,0,0,91.7
40250,87.3707,FALSE,563.89,1.7103,0.814273431,0.84462,0,0,46.32
